type,mark,ask,bid,delta,strike,description,underlying_price,volatility,expiration
CALL,0.0,0.06,0.0,0.0,7020.0,SPXW_2025-01-03_C_7020,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,7025.0,SPXW_2025-01-03_C_7025,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,7030.0,SPXW_2025-01-03_C_7030,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,7035.0,SPXW_2025-01-03_C_7035,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,7040.0,SPXW_2025-01-03_C_7040,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,7045.0,SPXW_2025-01-03_C_7045,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,7050.0,SPXW_2025-01-03_C_7050,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,7055.0,SPXW_2025-01-03_C_7055,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,7060.0,SPXW_2025-01-03_C_7060,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,7065.0,SPXW_2025-01-03_C_7065,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,7070.0,SPXW_2025-01-03_C_7070,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,7075.0,SPXW_2025-01-03_C_7075,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,7080.0,SPXW_2025-01-03_C_7080,5903.46,20.3854,2025-01-03
CALL,0.0,0.06,0.0,0.0,7085.0,SPXW_2025-01-03_C_7085,5903.46,20.3854,2025-01-03
PUT,0.0,0.06,0.0,0.0,4720.0,SPXW_2025-01-03_P_4720,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4725.0,SPXW_2025-01-03_P_4725,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4730.0,SPXW_2025-01-03_P_4730,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4735.0,SPXW_2025-01-03_P_4735,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4740.0,SPXW_2025-01-03_P_4740,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4745.0,SPXW_2025-01-03_P_4745,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4750.0,SPXW_2025-01-03_P_4750,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4755.0,SPXW_2025-01-03_P_4755,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4760.0,SPXW_2025-01-03_P_4760,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4765.0,SPXW_2025-01-03_P_4765,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4770.0,SPXW_2025-01-03_P_4770,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4775.0,SPXW_2025-01-03_P_4775,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4780.0,SPXW_2025-01-03_P_4780,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4785.0,SPXW_2025-01-03_P_4785,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4790.0,SPXW_2025-01-03_P_4790,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4795.0,SPXW_2025-01-03_P_4795,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4800.0,SPXW_2025-01-03_P_4800,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4805.0,SPXW_2025-01-03_P_4805,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4810.0,SPXW_2025-01-03_P_4810,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4815.0,SPXW_2025-01-03_P_4815,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4820.0,SPXW_2025-01-03_P_4820,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4825.0,SPXW_2025-01-03_P_4825,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4830.0,SPXW_2025-01-03_P_4830,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4835.0,SPXW_2025-01-03_P_4835,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4840.0,SPXW_2025-01-03_P_4840,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4845.0,SPXW_2025-01-03_P_4845,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4850.0,SPXW_2025-01-03_P_4850,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4855.0,SPXW_2025-01-03_P_4855,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4860.0,SPXW_2025-01-03_P_4860,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4865.0,SPXW_2025-01-03_P_4865,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4870.0,SPXW_2025-01-03_P_4870,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4875.0,SPXW_2025-01-03_P_4875,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4880.0,SPXW_2025-01-03_P_4880,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4885.0,SPXW_2025-01-03_P_4885,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4890.0,SPXW_2025-01-03_P_4890,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4895.0,SPXW_2025-01-03_P_4895,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4900.0,SPXW_2025-01-03_P_4900,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4905.0,SPXW_2025-01-03_P_4905,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4910.0,SPXW_2025-01-03_P_4910,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4915.0,SPXW_2025-01-03_P_4915,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4920.0,SPXW_2025-01-03_P_4920,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4925.0,SPXW_2025-01-03_P_4925,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4930.0,SPXW_2025-01-03_P_4930,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4935.0,SPXW_2025-01-03_P_4935,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4940.0,SPXW_2025-01-03_P_4940,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4945.0,SPXW_2025-01-03_P_4945,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4950.0,SPXW_2025-01-03_P_4950,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4955.0,SPXW_2025-01-03_P_4955,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4960.0,SPXW_2025-01-03_P_4960,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4965.0,SPXW_2025-01-03_P_4965,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4970.0,SPXW_2025-01-03_P_4970,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4975.0,SPXW_2025-01-03_P_4975,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4980.0,SPXW_2025-01-03_P_4980,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4985.0,SPXW_2025-01-03_P_4985,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4990.0,SPXW_2025-01-03_P_4990,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,4995.0,SPXW_2025-01-03_P_4995,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5000.0,SPXW_2025-01-03_P_5000,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5005.0,SPXW_2025-01-03_P_5005,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5010.0,SPXW_2025-01-03_P_5010,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5015.0,SPXW_2025-01-03_P_5015,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5020.0,SPXW_2025-01-03_P_5020,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5025.0,SPXW_2025-01-03_P_5025,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5030.0,SPXW_2025-01-03_P_5030,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5035.0,SPXW_2025-01-03_P_5035,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5040.0,SPXW_2025-01-03_P_5040,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5045.0,SPXW_2025-01-03_P_5045,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5050.0,SPXW_2025-01-03_P_5050,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5055.0,SPXW_2025-01-03_P_5055,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5060.0,SPXW_2025-01-03_P_5060,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5065.0,SPXW_2025-01-03_P_5065,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5070.0,SPXW_2025-01-03_P_5070,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5075.0,SPXW_2025-01-03_P_5075,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5080.0,SPXW_2025-01-03_P_5080,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5085.0,SPXW_2025-01-03_P_5085,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5090.0,SPXW_2025-01-03_P_5090,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5095.0,SPXW_2025-01-03_P_5095,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5100.0,SPXW_2025-01-03_P_5100,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5105.0,SPXW_2025-01-03_P_5105,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5110.0,SPXW_2025-01-03_P_5110,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5115.0,SPXW_2025-01-03_P_5115,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5120.0,SPXW_2025-01-03_P_5120,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5125.0,SPXW_2025-01-03_P_5125,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5130.0,SPXW_2025-01-03_P_5130,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5135.0,SPXW_2025-01-03_P_5135,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5140.0,SPXW_2025-01-03_P_5140,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5145.0,SPXW_2025-01-03_P_5145,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5150.0,SPXW_2025-01-03_P_5150,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5155.0,SPXW_2025-01-03_P_5155,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5160.0,SPXW_2025-01-03_P_5160,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5165.0,SPXW_2025-01-03_P_5165,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5170.0,SPXW_2025-01-03_P_5170,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5175.0,SPXW_2025-01-03_P_5175,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5180.0,SPXW_2025-01-03_P_5180,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5185.0,SPXW_2025-01-03_P_5185,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5190.0,SPXW_2025-01-03_P_5190,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5195.0,SPXW_2025-01-03_P_5195,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5200.0,SPXW_2025-01-03_P_5200,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5205.0,SPXW_2025-01-03_P_5205,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5210.0,SPXW_2025-01-03_P_5210,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5215.0,SPXW_2025-01-03_P_5215,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5220.0,SPXW_2025-01-03_P_5220,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5225.0,SPXW_2025-01-03_P_5225,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5230.0,SPXW_2025-01-03_P_5230,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5235.0,SPXW_2025-01-03_P_5235,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5240.0,SPXW_2025-01-03_P_5240,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5245.0,SPXW_2025-01-03_P_5245,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5250.0,SPXW_2025-01-03_P_5250,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5255.0,SPXW_2025-01-03_P_5255,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5260.0,SPXW_2025-01-03_P_5260,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5265.0,SPXW_2025-01-03_P_5265,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5270.0,SPXW_2025-01-03_P_5270,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5275.0,SPXW_2025-01-03_P_5275,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5280.0,SPXW_2025-01-03_P_5280,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5285.0,SPXW_2025-01-03_P_5285,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5290.0,SPXW_2025-01-03_P_5290,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5295.0,SPXW_2025-01-03_P_5295,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5300.0,SPXW_2025-01-03_P_5300,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5305.0,SPXW_2025-01-03_P_5305,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5310.0,SPXW_2025-01-03_P_5310,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5315.0,SPXW_2025-01-03_P_5315,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5320.0,SPXW_2025-01-03_P_5320,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5325.0,SPXW_2025-01-03_P_5325,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5330.0,SPXW_2025-01-03_P_5330,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5335.0,SPXW_2025-01-03_P_5335,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5340.0,SPXW_2025-01-03_P_5340,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5345.0,SPXW_2025-01-03_P_5345,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5350.0,SPXW_2025-01-03_P_5350,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5355.0,SPXW_2025-01-03_P_5355,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5360.0,SPXW_2025-01-03_P_5360,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5365.0,SPXW_2025-01-03_P_5365,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5370.0,SPXW_2025-01-03_P_5370,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5375.0,SPXW_2025-01-03_P_5375,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5380.0,SPXW_2025-01-03_P_5380,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5385.0,SPXW_2025-01-03_P_5385,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5390.0,SPXW_2025-01-03_P_5390,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5395.0,SPXW_2025-01-03_P_5395,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5400.0,SPXW_2025-01-03_P_5400,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5405.0,SPXW_2025-01-03_P_5405,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5410.0,SPXW_2025-01-03_P_5410,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5415.0,SPXW_2025-01-03_P_5415,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5420.0,SPXW_2025-01-03_P_5420,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5425.0,SPXW_2025-01-03_P_5425,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5430.0,SPXW_2025-01-03_P_5430,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5435.0,SPXW_2025-01-03_P_5435,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5440.0,SPXW_2025-01-03_P_5440,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5445.0,SPXW_2025-01-03_P_5445,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5450.0,SPXW_2025-01-03_P_5450,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5455.0,SPXW_2025-01-03_P_5455,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5460.0,SPXW_2025-01-03_P_5460,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5465.0,SPXW_2025-01-03_P_5465,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5470.0,SPXW_2025-01-03_P_5470,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5475.0,SPXW_2025-01-03_P_5475,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5480.0,SPXW_2025-01-03_P_5480,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5485.0,SPXW_2025-01-03_P_5485,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5490.0,SPXW_2025-01-03_P_5490,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5495.0,SPXW_2025-01-03_P_5495,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5500.0,SPXW_2025-01-03_P_5500,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5505.0,SPXW_2025-01-03_P_5505,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5510.0,SPXW_2025-01-03_P_5510,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5515.0,SPXW_2025-01-03_P_5515,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5520.0,SPXW_2025-01-03_P_5520,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5525.0,SPXW_2025-01-03_P_5525,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5530.0,SPXW_2025-01-03_P_5530,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5535.0,SPXW_2025-01-03_P_5535,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5540.0,SPXW_2025-01-03_P_5540,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5545.0,SPXW_2025-01-03_P_5545,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,0.0,5550.0,SPXW_2025-01-03_P_5550,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,-0.0,5555.0,SPXW_2025-01-03_P_5555,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,-0.0,5560.0,SPXW_2025-01-03_P_5560,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,-0.0,5565.0,SPXW_2025-01-03_P_5565,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,-0.0,5570.0,SPXW_2025-01-03_P_5570,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,-0.0,5575.0,SPXW_2025-01-03_P_5575,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,-0.0,5580.0,SPXW_2025-01-03_P_5580,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,-0.0,5585.0,SPXW_2025-01-03_P_5585,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,-0.0,5590.0,SPXW_2025-01-03_P_5590,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,-0.0,5595.0,SPXW_2025-01-03_P_5595,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,-0.0,5600.0,SPXW_2025-01-03_P_5600,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,-1.0e-06,5605.0,SPXW_2025-01-03_P_5605,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,-1.0e-06,5610.0,SPXW_2025-01-03_P_5610,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,-1.0e-06,5615.0,SPXW_2025-01-03_P_5615,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,-2.0e-06,5620.0,SPXW_2025-01-03_P_5620,5903.46,18.4063,2025-01-03
PUT,0.0,0.06,0.0,-3.0e-06,5625.0,SPXW_2025-01-03_P_5625,5903.46,18.4063,2025-01-03
PUT,0.0001,0.06,0.0001,-4.0e-06,5630.0,SPXW_2025-01-03_P_5630,5903.46,18.4063,2025-01-03
PUT,0.0001,0.06,0.0001,-6.0e-06,5635.0,SPXW_2025-01-03_P_5635,5903.46,18.4063,2025-01-03
PUT,0.0001,0.06,0.0001,-9.0e-06,5640.0,SPXW_2025-01-03_P_5640,5903.46,18.4063,2025-01-03
PUT,0.0002,0.06,0.0002,-1.3e-05,5645.0,SPXW_2025-01-03_P_5645,5903.46,18.4063,2025-01-03
PUT,0.0003,0.06,0.0003,-1.9e-05,5650.0,SPXW_2025-01-03_P_5650,5903.46,18.4063,2025-01-03
PUT,0.0004,0.06,0.0004,-2.8e-05,5655.0,SPXW_2025-01-03_P_5655,5903.46,18.4063,2025-01-03
PUT,0.0006,0.06,0.0006,-3.9e-05,5660.0,SPXW_2025-01-03_P_5660,5903.46,18.4063,2025-01-03
PUT,0.0008,0.06,0.0008,-5.5e-05,5665.0,SPXW_2025-01-03_P_5665,5903.46,18.4063,2025-01-03
PUT,0.0012,0.06,0.0012,-7.7e-05,5670.0,SPXW_2025-01-03_P_5670,5903.46,18.4063,2025-01-03
PUT,0.0016,0.06,0.0016,-0.000107,5675.0,SPXW_2025-01-03_P_5675,5903.46,18.4063,2025-01-03
PUT,0.0023,0.06,0.0023,-0.000148,5680.0,SPXW_2025-01-03_P_5680,5903.46,18.4063,2025-01-03
PUT,0.0032,0.06,0.0032,-0.000203,5685.0,SPXW_2025-01-03_P_5685,5903.46,18.4063,2025-01-03
PUT,0.0044,0.06,0.0044,-0.000276,5690.0,SPXW_2025-01-03_P_5690,5903.46,18.4063,2025-01-03
PUT,0.0061,0.06,0.0061,-0.000373,5695.0,SPXW_2025-01-03_P_5695,5903.46,18.4063,2025-01-03
PUT,0.0084,0.06,0.0084,-0.000501,5700.0,SPXW_2025-01-03_P_5700,5903.46,18.4063,2025-01-03
PUT,0.0114,0.06,0.01,-0.000669,5705.0,SPXW_2025-01-03_P_5705,5903.46,18.4063,2025-01-03
PUT,0.0154,0.06,0.01,-0.000887,5710.0,SPXW_2025-01-03_P_5710,5903.46,18.4063,2025-01-03
PUT,0.0207,0.06,0.01,-0.001168,5715.0,SPXW_2025-01-03_P_5715,5903.46,18.4063,2025-01-03
PUT,0.0276,0.06,0.01,-0.001528,5720.0,SPXW_2025-01-03_P_5720,5903.46,18.4063,2025-01-03
PUT,0.0367,0.0617,0.0117,-0.001988,5725.0,SPXW_2025-01-03_P_5725,5903.46,18.4063,2025-01-03
PUT,0.0484,0.0734,0.0234,-0.002568,5730.0,SPXW_2025-01-03_P_5730,5903.46,18.4063,2025-01-03
PUT,0.0635,0.0885,0.0385,-0.003297,5735.0,SPXW_2025-01-03_P_5735,5903.46,18.4063,2025-01-03
PUT,0.0827,0.1077,0.0577,-0.004206,5740.0,SPXW_2025-01-03_P_5740,5903.46,18.4063,2025-01-03
PUT,0.1072,0.1322,0.0822,-0.005332,5745.0,SPXW_2025-01-03_P_5745,5903.46,18.4063,2025-01-03
PUT,0.1382,0.1632,0.1132,-0.006717,5750.0,SPXW_2025-01-03_P_5750,5903.46,18.4063,2025-01-03
PUT,0.177,0.202,0.152,-0.008409,5755.0,SPXW_2025-01-03_P_5755,5903.46,18.4063,2025-01-03
PUT,0.2253,0.2503,0.2003,-0.010463,5760.0,SPXW_2025-01-03_P_5760,5903.46,18.4063,2025-01-03
PUT,0.2853,0.3103,0.2603,-0.012938,5765.0,SPXW_2025-01-03_P_5765,5903.46,18.4063,2025-01-03
PUT,0.3584,0.3834,0.3334,-0.015876,5770.0,SPXW_2025-01-03_P_5770,5903.46,18.4007,2025-01-03
PUT,0.4477,0.4727,0.4227,-0.019365,5775.0,SPXW_2025-01-03_P_5775,5903.46,18.3947,2025-01-03
PUT,0.5561,0.5811,0.5311,-0.02348,5780.0,SPXW_2025-01-03_P_5780,5903.46,18.3881,2025-01-03
PUT,0.6868,0.7118,0.6618,-0.028296,5785.0,SPXW_2025-01-03_P_5785,5903.46,18.3797,2025-01-03
PUT,0.8432,0.8682,0.8182,-0.033891,5790.0,SPXW_2025-01-03_P_5790,5903.46,18.3693,2025-01-03
PUT,1.0295,1.0545,1.0045,-0.040356,5795.0,SPXW_2025-01-03_P_5795,5903.46,18.3575,2025-01-03
PUT,1.25,1.275,1.225,-0.047773,5800.0,SPXW_2025-01-03_P_5800,5903.46,18.3436,2025-01-03
PUT,1.5094,1.5344,1.4844,-0.05623,5805.0,SPXW_2025-01-03_P_5805,5903.46,18.3276,2025-01-03
PUT,1.8129,1.8379,1.7879,-0.06581,5810.0,SPXW_2025-01-03_P_5810,5903.46,18.3094,2025-01-03
